Description,SKSCodes_range,SKSCodes
Medfødte misdannelser i nervesystemet [DQ00-DQ07],DQ00-DQ07,"DQ00, DQ000, DQ000A, DQ000B, DQ000D, DQ001, DQ002, DQ01, DQ010, DQ011, DQ012, DQ018, DQ019, DQ02, DQ029, DQ029A, DQ03, DQ030, DQ030A, DQ030B, DQ031, DQ031C, DQ038, DQ038A, DQ038B, DQ038C, DQ039, DQ04, DQ040, DQ040A, DQ041, DQ042, DQ043, DQ043A, DQ043B, DQ043C, DQ043F, DQ043G, DQ043H, DQ044, DQ045, DQ046, DQ046A, DQ046B, DQ046C, DQ048, DQ048A, DQ048B, DQ048C, DQ048D, DQ048E, DQ049, DQ05, DQ050, DQ050A, DQ051, DQ051A, DQ051B, DQ051C, DQ052, DQ052A, DQ052B, DQ052C, DQ053, DQ053A, DQ054, DQ055, DQ055A, DQ056, DQ056A, DQ056B, DQ056C, DQ057, DQ057A, DQ057B, DQ057C, DQ058, DQ058A, DQ059, DQ059A, DQ06, DQ060, DQ061, DQ061A, DQ061B, DQ061C, DQ061D, DQ062, DQ063, DQ064, DQ064A, DQ068, DQ068A, DQ068B, DQ069, DQ07, DQ070, DQ078, DQ078A, DQ078B, DQ078C, DQ078E, DQ078F, DQ078G, DQ079"
"Medfødte misdannelser i øje, øre, ansigtet og på halsen [DQ10-DQ18]",DQ10-DQ18,"DQ10, DQ100, DQ101, DQ102, DQ103, DQ103A, DQ103B, DQ103C, DQ103D, DQ103E, DQ103F, DQ103H, DQ103I, DQ103J, DQ103K, DQ103M, DQ103O, DQ103P, DQ104, DQ104A, DQ105, DQ105A, DQ105B, DQ105C, DQ105D, DQ106, DQ107, DQ11, DQ110, DQ111, DQ111A, DQ111B, DQ112, DQ112A, DQ112B, DQ112C, DQ113, DQ12, DQ120, DQ120A, DQ120B, DQ120C, DQ120E, DQ120F, DQ120G, DQ121, DQ121A, DQ122, DQ123, DQ124, DQ128, DQ128A, DQ129, DQ13, DQ130, DQ130A, DQ131, DQ132, DQ132A, DQ132B, DQ132C, DQ132D, DQ132E, DQ133, DQ134, DQ134A, DQ134B, DQ134C, DQ134D, DQ134E, DQ134F, DQ134G, DQ134H, DQ135, DQ138, DQ138A, DQ138B, DQ139, DQ14, DQ140, DQ140A, DQ140B, DQ140C, DQ141, DQ141A, DQ141B, DQ141C, DQ141D, DQ141E, DQ141F, DQ141G, DQ142, DQ142A, DQ143, DQ143A, DQ143B, DQ148, DQ148A, DQ148B, DQ148C, DQ148D, DQ148E, DQ149, DQ15, DQ150, DQ150A, DQ150C, DQ150D, DQ150E, DQ158, DQ158A, DQ158B, DQ158C, DQ158D, DQ158E, DQ159, DQ16, DQ160, DQ161, DQ161A, DQ161B, DQ161C, DQ161D, DQ162, DQ163, DQ163A, DQ164, DQ164A, DQ165, DQ165A, DQ165B, DQ165C, DQ169, DQ169A, DQ169B, DQ17, DQ170, DQ170A, DQ170B, DQ171, DQ172, DQ173, DQ173A, DQ174, DQ174A, DQ175, DQ178, DQ178A, DQ179, DQ18, DQ180, DQ180A, DQ180B, DQ180C, DQ181, DQ181A, DQ181B, DQ181C, DQ181D, DQ182, DQ182A, DQ182B, DQ183, DQ184, DQ185, DQ186, DQ187, DQ188, DQ188A, DQ188B, DQ188C, DQ188D, DQ188F, DQ188G, DQ189"
Medfødte misdannelser i kredsløbsorganer [DQ20-DQ28],DQ20-DQ28,"DQ20, DQ200, DQ201, DQ202, DQ203, DQ203A, DQ204, DQ205, DQ205A, DQ205B, DQ206, DQ208, DQ208A, DQ208B, DQ208C, DQ208S, DQ209, DQ21, DQ210, DQ211, DQ211A, DQ211B, DQ211C, DQ212, DQ213, DQ213A, DQ214, DQ218, DQ218A, DQ218B, DQ218C, DQ219, DQ22, DQ220, DQ220A, DQ221, DQ222, DQ223, DQ224, DQ225, DQ226, DQ228, DQ229, DQ23, DQ230, DQ231, DQ231A, DQ232, DQ233, DQ234, DQ238, DQ239, DQ24, DQ240, DQ241, DQ242, DQ243, DQ244, DQ245, DQ245A, DQ245B, DQ245C, DQ246, DQ248, DQ248A, DQ248C, DQ248D, DQ248E, DQ248F, DQ248G, DQ248H, DQ248I, DQ248J, DQ248K, DQ248L, DQ249, DQ25, DQ250, DQ251, DQ251A, DQ252, DQ253, DQ254, DQ254A, DQ254B, DQ254C, DQ254D, DQ254E, DQ254F, DQ254G, DQ254H, DQ254I, DQ255, DQ256, DQ257, DQ257A, DQ257B, DQ257C, DQ257D, DQ257E, DQ257F, DQ257G, DQ258, DQ259, DQ26, DQ260, DQ261, DQ262, DQ263, DQ264, DQ265, DQ266, DQ268, DQ268A, DQ268B, DQ268C, DQ268D, DQ269, DQ27, DQ270, DQ270A, DQ270B, DQ270C, DQ271, DQ272, DQ272A, DQ272B, DQ273, DQ273A, DQ274, DQ278, DQ278A, DQ278B, DQ278C, DQ278D, DQ278E, DQ278F, DQ278G, DQ278H, DQ278I, DQ278J, DQ278K, DQ278L, DQ279, DQ28, DQ280, DQ281, DQ282, DQ283, DQ283A, DQ283B, DQ283C, DQ283D, DQ283E, DQ288, DQ289"
Medfødte misdannelser i åndedrætsorganer [DQ30-DQ34],DQ30-DQ34,"DQ30, DQ300, DQ300A, DQ300B, DQ301, DQ302, DQ303, DQ308, DQ308A, DQ309, DQ31, DQ310, DQ310A, DQ310B, DQ311, DQ312, DQ313, DQ318, DQ318A, DQ318B, DQ318C, DQ318D, DQ318E, DQ318F, DQ318G, DQ318H, DQ318I, DQ318J, DQ318K, DQ318L, DQ319, DQ32, DQ320, DQ321, DQ321A, DQ321B, DQ321C, DQ321D, DQ321E, DQ321F, DQ321G, DQ322, DQ323, DQ324, DQ324A, DQ324B, DQ324C, DQ324D, DQ324E, DQ33, DQ330, DQ330A, DQ331, DQ332, DQ333, DQ333A, DQ333B, DQ334, DQ335, DQ335A, DQ336, DQ336A, DQ336B, DQ338, DQ339, DQ34, DQ340, DQ341, DQ348, DQ348A, DQ349"
Ganespalte og læbespalte [DQ35-DQ37],DQ35-DQ37,"DQ35, DQ353, DQ355, DQ357, DQ359, DQ36, DQ360, DQ361, DQ369, DQ37, DQ370, DQ371, DQ372, DQ373, DQ374, DQ375, DQ378, DQ379"
Andre medfødte misdannelser i fordøjelsesorganer [DQ38-DQ45],DQ38-DQ45,"DQ38, DQ380, DQ380A, DQ380B, DQ380C, DQ381, DQ382, DQ383, DQ383A, DQ383B, DQ383C, DQ383D, DQ383E, DQ383F, DQ384, DQ384A, DQ384B, DQ384C, DQ384D, DQ384E, DQ384F, DQ384G, DQ384H, DQ384I, DQ384J, DQ385, DQ385A, DQ385B, DQ386, DQ386A, DQ386B, DQ386C, DQ386D, DQ387, DQ388, DQ388A, DQ388B, DQ388C, DQ39, DQ390, DQ390A, DQ391, DQ391A, DQ392, DQ392A, DQ393, DQ394, DQ395, DQ395A, DQ396, DQ398, DQ398A, DQ398B, DQ398C, DQ398D, DQ398E, DQ398F, DQ398G, DQ399, DQ40, DQ400, DQ401, DQ402, DQ402B, DQ402C, DQ402D, DQ402E, DQ402F, DQ402G, DQ402H, DQ403, DQ408, DQ409, DQ41, DQ410, DQ410A, DQ410B, DQ410C, DQ411, DQ411A, DQ411B, DQ411C, DQ411D, DQ412, DQ412A, DQ412B, DQ412C, DQ418, DQ419, DQ42, DQ420, DQ420A, DQ420B, DQ420C, DQ421, DQ421A, DQ421B, DQ421C, DQ421D, DQ422, DQ422A, DQ422B, DQ422C, DQ423, DQ423A, DQ423B, DQ423C, DQ423D, DQ428, DQ429, DQ43, DQ430, DQ430A, DQ431, DQ431A, DQ432, DQ432A, DQ433, DQ433A, DQ433B, DQ433C, DQ433D, DQ433E, DQ433F, DQ433G, DQ433H, DQ433I, DQ434, DQ434A, DQ435, DQ435A, DQ435B, DQ436, DQ436A, DQ436B, DQ437, DQ437A, DQ438, DQ438A, DQ438B, DQ438C, DQ438D, DQ438E, DQ438F, DQ438G, DQ438H, DQ438I, DQ438J, DQ438K, DQ438L, DQ438M, DQ438N, DQ438O, DQ438P, DQ438Q, DQ438R, DQ438S, DQ438T, DQ439, DQ44, DQ440, DQ440A, DQ440B, DQ440C, DQ441, DQ441A, DQ441B, DQ441C, DQ442, DQ442A, DQ443, DQ443A, DQ443B, DQ443C, DQ443D, DQ443E, DQ444, DQ444A, DQ445, DQ445A, DQ445B, DQ445C, DQ445D, DQ445E, DQ445F, DQ446, DQ447, DQ447A, DQ447B, DQ447C, DQ447D, DQ447E, DQ447F, DQ447G, DQ45, DQ450, DQ450A, DQ450B, DQ450C, DQ451, DQ452, DQ453, DQ453A, DQ453B, DQ453C, DQ453D, DQ458, DQ458A, DQ458B, DQ458C, DQ458D, DQ459"
Medfødte misdannelser i kønsorganer [DQ50-DQ56],DQ50-DQ56,"DQ50, DQ500, DQ500A, DQ501, DQ502, DQ503, DQ503A, DQ503B, DQ503C, DQ504, DQ505, DQ505A, DQ506, DQ506A, DQ506B, DQ506C, DQ506D, DQ506E, DQ506F, DQ506G, DQ51, DQ510, DQ510A, DQ510B, DQ511, DQ512, DQ512A, DQ512B, DQ513, DQ514, DQ515, DQ515A, DQ515B, DQ516, DQ517, DQ517A, DQ517B, DQ517C, DQ517D, DQ518, DQ518A, DQ518B, DQ518C, DQ518D, DQ518F, DQ518G, DQ518H, DQ518J, DQ518K, DQ519, DQ52, DQ520, DQ520A, DQ521, DQ522, DQ523, DQ524, DQ524A, DQ524B, DQ524C, DQ524D, DQ524E, DQ524F, DQ525, DQ526, DQ526A, DQ526B, DQ526C, DQ527, DQ527A, DQ527B, DQ527C, DQ527D, DQ528, DQ528A, DQ529, DQ53, DQ530, DQ530A, DQ530B, DQ531, DQ531A, DQ532, DQ532A, DQ539, DQ54, DQ540, DQ540A, DQ541, DQ542, DQ543, DQ544, DQ548, DQ549, DQ55, DQ550, DQ550A, DQ550B, DQ550C, DQ551, DQ551A, DQ551B, DQ551C, DQ552, DQ552A, DQ552B, DQ552C, DQ552D, DQ552E, DQ552F, DQ553, DQ554, DQ554A, DQ554B, DQ554C, DQ554D, DQ554E, DQ554F, DQ554G, DQ554H, DQ554I, DQ554J, DQ554K, DQ555, DQ555A, DQ555B, DQ556, DQ556A, DQ556B, DQ556C, DQ556D, DQ556E, DQ558, DQ558A, DQ559, DQ56, DQ560, DQ560A, DQ561, DQ561A, DQ562, DQ562B, DQ563, DQ564"
Medfødte misdannelser i urinvejene [DQ60-DQ64],DQ60-DQ64,"DQ60, DQ600, DQ600A, DQ601, DQ601A, DQ602, DQ602A, DQ603, DQ604, DQ605, DQ606, DQ61, DQ610, DQ610A, DQ610B, DQ611, DQ612, DQ613, DQ614, DQ615, DQ618, DQ618A, DQ618B, DQ619, DQ619A, DQ62, DQ620, DQ620A, DQ620B, DQ621, DQ621A, DQ621B, DQ621C, DQ621D, DQ622, DQ623, DQ623A, DQ623B, DQ624, DQ624A, DQ625, DQ625A, DQ626, DQ626A, DQ627, DQ628, DQ628A, DQ628B, DQ628C, DQ63, DQ630, DQ631, DQ631A, DQ631B, DQ632, DQ632A, DQ633, DQ638, DQ638A, DQ638B, DQ638C, DQ638D, DQ638E, DQ639, DQ64, DQ640, DQ641, DQ642, DQ643, DQ643A, DQ643B, DQ643C, DQ643D, DQ643E, DQ643F, DQ644, DQ644A, DQ644B, DQ644C, DQ644D, DQ645, DQ645A, DQ645B, DQ645C, DQ645D, DQ646, DQ647, DQ647A, DQ647B, DQ647C, DQ647D, DQ647E, DQ647G, DQ647H, DQ647I, DQ647J, DQ647K, DQ647L, DQ647M, DQ647N, DQ648, DQ648A, DQ648B, DQ649"
Medfødte misdannelser i knogler og muskler [DQ65-DQ79],DQ65-DQ79,"DQ65, DQ650, DQ651, DQ652, DQ653, DQ654, DQ655, DQ656, DQ658, DQ658A, DQ658B, DQ658C, DQ658D, DQ658E, DQ658F, DQ659, DQ66, DQ660, DQ661, DQ662, DQ663, DQ663A, DQ663B, DQ664, DQ665, DQ666, DQ666A, DQ666B, DQ666C, DQ666D, DQ666E, DQ667, DQ668, DQ668A, DQ668B, DQ668C, DQ668D, DQ668E, DQ668F, DQ668G, DQ668H, DQ668I, DQ669, DQ67, DQ670, DQ671, DQ672, DQ673, DQ674, DQ674A, DQ674B, DQ674C, DQ674D, DQ674E, DQ674F, DQ675, DQ675A, DQ675B, DQ675C, DQ676, DQ677, DQ678, DQ678A, DQ68, DQ680, DQ680A, DQ681, DQ681A, DQ681B, DQ681C, DQ681D, DQ681E, DQ682, DQ682A, DQ682B, DQ683, DQ684, DQ684A, DQ684B, DQ685, DQ688, DQ688A, DQ688B, DQ688C, DQ688D, DQ688E, DQ688F, DQ688G, DQ688H, DQ688I, DQ688J, DQ69, DQ690, DQ691, DQ692, DQ692A, DQ699, DQ70, DQ700, DQ701, DQ702, DQ703, DQ704, DQ704A, DQ704B, DQ709, DQ71, DQ710, DQ710A, DQ710B, DQ711, DQ712, DQ713, DQ713A, DQ713A1, DQ713B, DQ714, DQ715, DQ716, DQ718, DQ718A, DQ718D, DQ718E, DQ718F, DQ718G, DQ718H, DQ718I, DQ718J, DQ718K, DQ718L, DQ719, DQ72, DQ720, DQ720A, DQ720B, DQ721, DQ722, DQ723, DQ723A, DQ724, DQ725, DQ726, DQ727, DQ728, DQ728A, DQ728B, DQ728C, DQ728D, DQ728E, DQ728F, DQ728G, DQ728H, DQ728I, DQ728J, DQ728K, DQ729, DQ74, DQ740, DQ740A, DQ740B, DQ740D, DQ740G, DQ740H, DQ740I, DQ740J, DQ740K, DQ741, DQ741A, DQ741B, DQ741C, DQ741D, DQ741E, DQ741F, DQ741G, DQ741H, DQ741I, DQ741J, DQ742, DQ742A, DQ742B, DQ742C, DQ742D, DQ743, DQ748, DQ748A, DQ748B, DQ748C, DQ748D, DQ748E, DQ748E1, DQ748F, DQ749, DQ75, DQ750, DQ750C, DQ750D, DQ751, DQ751A, DQ751B, DQ751D, DQ752, DQ753, DQ754, DQ755, DQ758, DQ758A, DQ758B, DQ758C, DQ758D, DQ758E, DQ759, DQ76, DQ760, DQ761, DQ762, DQ762A, DQ763, DQ763A, DQ764, DQ764A, DQ764B, DQ764C, DQ764D, DQ764E, DQ764F, DQ764G, DQ764H, DQ764I, DQ764J, DQ764K, DQ764L, DQ764M, DQ764N, DQ764O, DQ764P, DQ764Q, DQ765, DQ765A, DQ766, DQ766A, DQ766B, DQ766C, DQ766D, DQ767, DQ767A, DQ767B, DQ767C, DQ767D, DQ768, DQ769, DQ77, DQ770, DQ770A, DQ771, DQ772, DQ772A, DQ773, DQ773A, DQ774, DQ774A, DQ774B, DQ775, DQ776, DQ777, DQ778, DQ778A, DQ779, DQ78, DQ780, DQ781, DQ781A, DQ782, DQ782A, DQ783, DQ784, DQ784A, DQ784B, DQ785, DQ786, DQ786A, DQ788, DQ788A, DQ788B, DQ788C, DQ788D, DQ788E, DQ788F, DQ788G, DQ788H, DQ788I, DQ788J, DQ788K, DQ788L, DQ789, DQ79, DQ790, DQ791, DQ791A, DQ791B, DQ792, DQ793, DQ793A, DQ794, DQ794A, DQ795, DQ796, DQ798, DQ798A, DQ798B, DQ798C, DQ798D, DQ798E, DQ798F, DQ798G, DQ798H, DQ798I, DQ798J, DQ798K, DQ798L, DQ798M, DQ798N, DQ798O, DQ798P, DQ798Q, DQ798R, DQ798S, DQ798T, DQ799"
Andre medfødte misdannelser [DQ80-DQ89],DQ80-DQ89,"DQ80, DQ800, DQ801, DQ802, DQ803, DQ804, DQ808, DQ808A, DQ808B, DQ808C, DQ808D, DQ809, DQ81, DQ810, DQ811, DQ812, DQ818, DQ819, DQ82, DQ820, DQ820A, DQ820B, DQ821, DQ822, DQ822A, DQ822B, DQ823, DQ824, DQ824A, DQ824B, DQ824C, DQ825, DQ825A, DQ825B, DQ825E, DQ825F, DQ825G, DQ825H, DQ825I, DQ825K, DQ825L, DQ825M, DQ825N, DQ825P, DQ825Q, DQ828, DQ8280, DQ8281, DQ8282, DQ8283, DQ8284, DQ8285, DQ8286, DQ8288, DQ8289, DQ828A, DQ828B, DQ828C, DQ828D, DQ828E, DQ828F, DQ828G, DQ828H, DQ828I, DQ828J, DQ828K, DQ828L, DQ828M, DQ828N, DQ828P, DQ828Q, DQ828R, DQ828S, DQ828T, DQ828U, DQ828V, DQ828W, DQ828X, DQ828Y, DQ828Z, DQ829, DQ829A, DQ829B, DQ83, DQ830, DQ831, DQ832, DQ833, DQ838, DQ838A, DQ838B, DQ839, DQ84, DQ840, DQ841, DQ841A, DQ841B, DQ841C, DQ841D, DQ841E, DQ842, DQ842A, DQ842B, DQ843, DQ844, DQ845, DQ845A, DQ845B, DQ845C, DQ845D, DQ846, DQ846E, DQ846F, DQ846G, DQ846H, DQ848, DQ848A, DQ849, DQ85, DQ850, DQ851, DQ858, DQ858B, DQ858C, DQ858D, DQ859, DQ86, DQ860, DQ861, DQ862, DQ863, DQ868, DQ87, DQ870, DQ870A, DQ870B, DQ870C, DQ870D, DQ870F, DQ870G, DQ870H, DQ870I, DQ870M, DQ870P, DQ871, DQ871A, DQ871B, DQ871C, DQ871D, DQ871E, DQ871F, DQ871G, DQ871H, DQ871I, DQ871J, DQ872, DQ872A, DQ872B, DQ872C, DQ872D, DQ872E, DQ872F, DQ872G, DQ873, DQ873A, DQ873B, DQ873C, DQ874, DQ874A, DQ875, DQ878, DQ878A, DQ878B, DQ878C, DQ878D, DQ878E, DQ878H, DQ878J, DQ878K, DQ89, DQ890, DQ890A, DQ890B, DQ890C, DQ891, DQ891A, DQ892, DQ892A, DQ892B, DQ892C, DQ892D, DQ892E, DQ892F, DQ892G, DQ892H, DQ892I, DQ893, DQ893A, DQ893B, DQ893C, DQ893D, DQ893E, DQ893F, DQ894, DQ894A, DQ894B, DQ894C, DQ894D, DQ894E, DQ894F, DQ897, DQ897A, DQ898, DQ898A, DQ898B, DQ898T, DQ898T1, DQ898T2, DQ898T3, DQ898T4, DQ899"
Kromosomanomalier IKA [DQ90-DQ99],DQ90-DQ99,"DQ90, DQ900, DQ901, DQ901A, DQ902, DQ902A, DQ909, DQ909A, DQ91, DQ910, DQ910A, DQ911, DQ911A, DQ912, DQ912A, DQ913, DQ913A, DQ914, DQ914A, DQ915, DQ915A, DQ916, DQ916A, DQ917, DQ917A, DQ917B, DQ92, DQ920, DQ921, DQ922, DQ923, DQ924, DQ924A, DQ925, DQ926, DQ927, DQ927A, DQ927B, DQ928, DQ929, DQ93, DQ930, DQ931, DQ932, DQ932A, DQ932B, DQ933, DQ934, DQ935, DQ935B, DQ935C, DQ936, DQ937, DQ938, DQ938A, DQ939, DQ95, DQ950, DQ950A, DQ950B, DQ951, DQ952, DQ953, DQ954, DQ955, DQ958, DQ959, DQ96, DQ960, DQ961, DQ962, DQ963, DQ963A, DQ963B, DQ964, DQ968, DQ969, DQ97, DQ970, DQ971, DQ972, DQ973, DQ978, DQ979, DQ98, DQ980, DQ981, DQ982, DQ983, DQ984, DQ985, DQ986, DQ987, DQ988, DQ988A, DQ988B, DQ989, DQ99, DQ990, DQ991, DQ991A, DQ991C, DQ992, DQ998, DQ999"
Symptomer og abnorme fund i kredsløbs- og åndedrætsorganer [DR00-DR09],DR00-DR09,"DR00, DR000, DR001, DR002, DR008, DR008A, DR01, DR010, DR011, DR012, DR012A, DR012B, DR02, DR029, DR03, DR030, DR030A, DR030B, DR031, DR04, DR040, DR040A, DR040B, DR040C, DR041, DR042, DR048, DR048A, DR049, DR05, DR057, DR059, DR06, DR060, DR060A, DR061, DR062, DR063, DR064, DR065, DR065A, DR066, DR067, DR068, DR068A, DR068B, DR068C, DR068D, DR068E, DR07, DR070, DR071, DR072, DR073, DR074, DR09, DR090, DR091, DR092, DR092A, DR093, DR093A, DR093B, DR098, DR098A, DR098B, DR098C, DR098D, DR098E, DR098F"
Symptomer og abnorme fund i fordøjelsessystemet og abdomen [DR10-DR19],DR10-DR19,"DR10, DR100, DR100A, DR101, DR102, DR102A, DR102B, DR102C, DR103, DR103A, DR104, DR104A, DR104B, DR11, DR119, DR119B, DR119C, DR12, DR129, DR13, DR131, DR131A, DR131B, DR139, DR14, DR149, DR149A, DR15, DR159, DR16, DR160, DR160A, DR161, DR161A, DR162, DR162B, DR17, DR170, DR179, DR18, DR189, DR19, DR190, DR190A, DR190B, DR190C, DR191, DR191B, DR192, DR193, DR194, DR195, DR196, DR198, DR198A, DR198C, DR198D, DR198E, DR198F, DR198G"
Symptomer og abnorme fund i huden og underhuden [DR20-DR23],DR20-DR23,"DR20, DR200, DR201, DR202, DR203, DR208, DR208A, DR21, DR219, DR219A, DR22, DR220, DR221, DR222, DR223, DR224, DR227, DR229, DR23, DR230, DR231, DR232, DR233, DR233A, DR234, DR234A, DR234B, DR238, DR238A, DR238B"
Symptomer og abnorme fund i nervesystemet og bevægeapparatet [DR25-DR29],DR25-DR29,"DR25, DR250, DR251, DR252, DR252A, DR252B, DR252C, DR253, DR258, DR258A, DR258B, DR258C, DR258D, DR258E, DR258F, DR258G, DR26, DR260, DR261, DR262, DR268, DR268B, DR268C, DR268D, DR268E, DR268F, DR27, DR270, DR278, DR278A, DR29, DR290, DR290A, DR291, DR292, DR293, DR294, DR296, DR298, DR298A, DR298B, DR298C, DR298D, DR298E"
Symptomer og abnorme fund i urinvejene [DR30-DR39],DR30-DR39,"DR30, DR300, DR301, DR309, DR31, DR319, DR319A, DR319B, DR32, DR329, DR329A, DR329B, DR329C, DR33, DR339, DR339A, DR339B, DR339C, DR339D, DR34, DR349, DR349A, DR349B, DR35, DR359, DR359A, DR359B, DR36, DR369, DR39, DR390, DR391, DR391A, DR391B, DR391C, DR391D, DR392, DR392A, DR392B, DR398, DR398A, DR398B, DR398C, DR398D, DR398E"
"Symptomer og abnorme fund vedrørende erkendelsesevne, opfattelsesevne, stemningsleje og opførsel [DR40-DR46]",DR40-DR46,"DR40, DR400, DR401, DR402, DR403, DR41, DR410, DR411, DR412, DR413, DR413A, DR418, DR42, DR429, DR43, DR430, DR431, DR432, DR438, DR438A, DR438B, DR438C, DR44, DR440, DR441, DR442, DR443, DR448, DR45, DR450, DR451, DR451A, DR451B, DR452, DR452A, DR452B, DR453, DR453A, DR453B, DR454, DR454A, DR454B, DR455, DR456, DR457, DR458, DR458A, DR46, DR460, DR461, DR462, DR463, DR464, DR465, DR465A, DR465B, DR466, DR467, DR468"
Symptomer og abnorme fund vedrørende tale og stemmeføring [DR47-DR49],DR47-DR49,"DR47, DR470, DR470A, DR470B, DR471, DR471A, DR471B, DR478, DR48, DR480, DR480A, DR480C, DR481, DR482, DR488, DR488A, DR488B, DR488C, DR488D, DR49, DR490, DR490A, DR491, DR492, DR498, DR498A, DR498B"
Almene symptomer og abnorme fund [DR50-DR69],DR50-DR69,"DR50, DR502, DR508, DR508A, DR508B, DR509, DR51, DR519, DR52, DR520, DR521, DR521A, DR521B, DR522, DR522A, DR522B, DR522C, DR522D, DR522E, DR529, DR53, DR539, DR539A, DR539C, DR539E, DR539F, DR54, DR549, DR549A, DR549B, DR55, DR559, DR559A, DR559B, DR559C, DR559D, DR56, DR560, DR560A, DR568, DR568C, DR568D, DR568E, DR568F, DR568G, DR57, DR570, DR571, DR572, DR578, DR578A, DR579, DR58, DR589, DR59, DR590, DR591, DR599, DR60, DR600, DR601, DR609, DR61, DR610, DR610A, DR611, DR619, DR619A, DR62, DR620, DR620A, DR620B, DR620C, DR628, DR628A, DR628B, DR628C, DR629, DR63, DR630, DR631, DR632, DR633, DR633A, DR634, DR635, DR638, DR64, DR649, DR67, DR670, DR670A, DR670AA, DR670AB, DR670B, DR670BA, DR670BB, DR671, DR671A, DR671B, DR672, DR672A, DR672B, DR673, DR673A, DR673B, DR679, DR68, DR680, DR681, DR681A, DR681B, DR682, DR683, DR688, DR688A, DR688A1, DR688A9, DR688A9A, DR688A9B, DR688A9B1, DR688A9B2, DR688A9B3, DR688A9B4, DR688A9B5, DR688A9B6, DR688A9B9, DR688A9C, DR69, DR699, DR699A"
Abnorme fund ved undersøgelse af blodprøver uden diagnose [DR70-DR79],DR70-DR79,"DR70, DR700, DR701, DR71, DR719, DR719A, DR719B, DR72, DR728, DR73, DR730, DR730A, DR739, DR74, DR740, DR740A, DR740B, DR748, DR748A, DR748B, DR748D, DR748E, DR749, DR76, DR760, DR761, DR762, DR768, DR768A, DR768D, DR769, DR77, DR770, DR770A, DR771, DR771A, DR772, DR778, DR779, DR78, DR780, DR781, DR782, DR783, DR784, DR785, DR786, DR787, DR788, DR788A, DR789, DR79, DR790, DR790A, DR790B, DR790C, DR790D, DR798, DR798B, DR798C, DR798D, DR798E, DR799"
Abnorme fund ved urinundersøgelse uden diagnose [DR80-DR82],DR80-DR82,"DR80, DR809, DR809A, DR809B, DR809C, DR809D, DR809E, DR81, DR819, DR82, DR820, DR821, DR822, DR823, DR823A, DR824, DR825, DR825A, DR825B, DR825C, DR825D, DR826, DR826A, DR827, DR827A, DR827B, DR828, DR829, DR829A, DR829B, DR829C, DR829D"
"Abnorme fund ved undersøgelse af andre legemsvæsker, sekreter og væv uden diagnose [DR83-DR89]",DR83-DR89,"DR83, DR830, DR831, DR832, DR833, DR834, DR835, DR836, DR838, DR838A, DR839, DR84, DR840, DR841, DR842, DR843, DR844, DR845, DR846, DR847, DR848, DR849, DR85, DR850, DR851, DR852, DR853, DR854, DR855, DR856, DR857, DR858, DR859, DR86, DR860, DR861, DR862, DR863, DR864, DR865, DR866, DR867, DR868, DR869, DR87, DR870, DR871, DR872, DR873, DR874, DR875, DR876, DR876A, DR877, DR878, DR879, DR89, DR890, DR891, DR892, DR893, DR894, DR895, DR896, DR897, DR898, DR899"
Abnorme fund ved billeddiagnostiske undersøgelser og funktionsundersøgelser uden diagnose [DR90-DR94],DR90-DR94,"DR90, DR900, DR908, DR91, DR919, DR92, DR929, DR93, DR930, DR931, DR932, DR932C, DR933, DR934, DR935, DR936, DR937, DR938, DR939, DR94, DR940, DR940A, DR940B, DR941, DR942, DR943, DR944, DR945, DR946, DR947, DR948, DR949"
Dårligt definerede og ukendte årsager til død [DR97-DR99],DR97-DR99,"DR97, DR979, DR99, DR991, DR992"
